Zeit (s) Messreihe #1	Spannung, Ch A (V) Messreihe #1	Spannung, Ch B (V) Messreihe #1
0,000	0,008	-0,009
0,020	0,008	-0,008
0,040	0,008	-0,010
0,060	0,008	-0,009
0,080	0,008	-0,008
0,100	0,008	-0,008
0,120	0,008	0,010
0,140	0,008	-0,006
0,160	0,008	-0,007
0,180	0,008	-0,007
0,200	0,008	-0,008
0,220	0,008	-0,007
0,240	0,007	-0,008
0,260	0,008	-0,006
0,280	0,008	-0,008
0,300	0,008	-0,006
0,320	0,008	-0,006
0,340	0,008	-0,006
0,360	0,008	-0,006
0,380	0,008	-0,006
0,400	0,008	-0,005
0,420	0,008	-0,006
0,440	0,007	-0,006
0,460	0,008	-0,009
0,480	0,008	-0,006
0,500	0,008	-0,004
0,520	0,008	-0,005
0,540	0,010	0,004
0,560	0,010	-0,007
0,580	0,009	-0,004
0,600	0,017	0,020
0,620	0,014	-0,010
0,640	0,073	0,248
0,660	1,319	4,346
0,680	0,116	0,222
0,700	0,095	0,161
0,720	0,027	-0,026
0,740	0,031	-0,008
0,760	0,036	6,653E-4
0,780	0,060	0,050
0,800	0,056	-0,002
0,820	0,061	0,017
0,840	0,063	0,007
0,860	0,063	-3,223E-4
0,880	0,068	0,010
0,900	0,074	0,007
0,920	0,080	0,012
0,940	0,085	0,010
0,960	0,091	0,011
0,980	0,096	0,013
1,000	0,102	0,011
1,020	0,107	0,014
1,040	0,112	0,012
1,060	0,118	0,015
1,080	0,124	0,013
1,100	0,129	0,016
1,120	0,134	0,013
1,140	0,140	0,016
1,160	0,145	0,026
1,180	0,151	0,020
1,200	0,157	0,015
1,220	0,162	0,016
1,240	0,167	0,015
1,260	0,173	0,017
1,280	0,179	0,016
1,300	0,184	0,017
1,320	0,189	0,017
1,340	0,195	0,018
1,360	0,200	0,018
1,380	0,206	0,019
1,400	0,212	0,020
1,420	0,217	0,018
1,440	0,222	0,020
1,460	0,227	0,018
1,480	0,233	0,021
1,500	0,239	0,017
1,520	0,244	0,011
1,540	0,249	0,019
1,560	0,255	0,022
1,580	0,260	0,021
1,600	0,266	0,023
1,620	0,272	0,022
1,640	0,278	0,024
1,660	0,284	0,026
1,680	0,290	0,026
1,700	0,296	0,026
1,720	0,301	0,026
1,740	0,306	0,025
1,760	0,311	0,024
1,780	0,315	0,024
1,800	0,320	0,025
1,820	0,325	0,027
1,840	0,330	0,026
1,860	0,336	0,028
1,880	0,341	0,027
1,900	0,347	0,028
1,920	0,353	0,028
1,940	0,358	0,029
1,960	0,363	0,028
1,980	0,368	0,029
2,000	0,374	0,029
2,020	0,379	0,030
2,040	0,385	0,029
2,060	0,390	0,027
2,080	0,396	0,013
2,100	0,401	0,030
2,120	0,407	0,031
2,140	0,412	0,031
2,160	0,417	0,031
2,180	0,423	0,032
2,200	0,428	0,032
2,220	0,434	0,032
2,240	0,439	0,033
2,260	0,445	0,033
2,280	0,450	0,033
2,300	0,456	0,034
2,320	0,461	0,034
2,340	0,466	0,034
2,360	0,472	0,033
2,380	0,478	0,021
2,400	0,483	0,023
2,420	0,488	0,034
2,440	0,494	0,035
2,460	0,499	0,035
2,480	0,504	0,035
2,500	0,510	0,036
2,520	0,515	0,036
2,540	0,521	0,037
2,560	0,526	0,037
2,580	0,531	0,038
2,600	0,537	0,039
2,620	0,543	0,039
2,640	0,548	0,039
2,660	0,553	0,039
2,680	0,559	0,040
2,700	0,564	0,041
2,720	0,569	0,040
2,740	0,575	0,041
2,760	0,581	0,041
2,780	0,586	0,042
2,800	0,591	0,041
2,820	0,597	0,043
2,840	0,602	0,044
2,860	0,607	0,044
2,880	0,613	0,044
2,900	0,618	0,046
2,920	0,623	0,047
2,940	0,628	0,046
2,960	0,633	0,045
2,980	0,639	0,046
3,000	0,644	0,046
3,020	0,650	0,047
3,040	0,655	0,047
3,060	0,661	0,047
3,080	0,667	0,048
3,100	0,672	0,048
3,120	0,677	0,049
3,140	0,682	0,049
3,160	0,688	0,049
3,180	0,693	0,050
3,200	0,699	0,050
3,220	0,704	0,051
3,240	0,709	0,051
3,260	0,715	0,047
3,280	0,720	0,051
3,300	0,726	0,053
3,320	0,731	0,054
3,340	0,736	0,054
3,360	0,742	0,055
3,380	0,747	0,055
3,400	0,753	0,056
3,420	0,758	0,057
3,440	0,764	0,058
3,460	0,769	0,059
3,480	0,774	0,059
3,500	0,780	0,061
